"sensorId","type","value","createdAt"
"2874FC43D4E13C9E","TEMPERATURE",3.14,"2023-12-05 10:02:11.119+00"
"281AD643D4E13C0B","TEMPERATURE",2.39,"2023-12-05 10:02:11.139+00"
"285D1943D4E13CB6","TEMPERATURE",1.45,"2023-12-05 10:02:14.375+00"
"28B36243D4E13C91","TEMPERATURE",28.49,"2023-12-05 10:02:14.381+00"
"28143443D4E13C41","TEMPERATURE",18.36,"2023-12-15 19:05:08.143+00"
"28AAAC43D4E13CDC","TEMPERATURE",7.14,"2023-12-15 19:05:08.155+00"
"28815A43D4E13CA8","TEMPERATURE",21.17,"2023-12-15 19:05:08.169+00"
"28C5F243D4E13C0C","TEMPERATURE",26.55,"2023-12-15 19:05:11.206+00"
"28AAAC43D4E13CDC","TEMPERATURE",7.14,"2023-12-21 22:37:48.929+00"
"281AD643D4E13C0B","TEMPERATURE",6.89,"2023-12-21 22:37:48.948+00"
"2845FE43D4E13CC7","TEMPERATURE",8.08,"2023-12-21 22:37:51.522+00"
"281D1043D4E13C30","TEMPERATURE",18.3,"2023-12-21 22:37:51.526+00"
"281D189497040329","AMBIENT_TEMPERATURE",13,"2023-11-05 22:23:42.704+00"
"28AAAC43D4E13CDC","TEMPERATURE",4.14,"2023-12-05 10:02:11.122+00"
"28C5F243D4E13C0C","TEMPERATURE",25.55,"2023-12-05 10:02:14.376+00"
"2854BB43D4E13C90","TEMPERATURE",26.42,"2023-12-15 19:05:08.146+00"
"286A3343D4E13C9B","TEMPERATURE",21.11,"2023-12-15 19:05:08.157+00"
"2829BE43D4E13C90","TEMPERATURE",4.7,"2023-12-15 19:05:08.17+00"
"2845FE43D4E13CC7","TEMPERATURE",8.58,"2023-12-15 19:05:11.209+00"
"2837EC43D4E13CCE","TEMPERATURE",7.95,"2023-12-15 19:05:11.213+00"
"B4:8A:0A:81:06:24-BatteryVoltage","BATTERY_VOLTAGE",4.057,"2023-10-01 03:34:44.231+00"
"B4:8A:0A:81:06:24-BatteryVoltage","BATTERY_VOLTAGE",3.817,"2023-09-27 14:13:58.78+00"
"B4:8A:0A:81:06:24-BatteryVoltage","BATTERY_VOLTAGE",3.951,"2023-10-05 04:28:18.259+00"
"281D189497040329","AMBIENT_TEMPERATURE",14.499999999999998,"2023-10-01 03:34:44.292+00"
"281D189497040329","AMBIENT_TEMPERATURE",15.499999999999998,"2023-10-05 04:28:18.322+00"
"281D189497040329","AMBIENT_TEMPERATURE",21,"2023-09-27 14:13:58.824+00"
