"sensorId","type","value","createdAt"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.923,"2023-10-19 16:48:27.288+00"
"287C5E43D4E13C8F","TEMPERATURE",13.21,"2023-12-06 04:56:39.471+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",10,"2023-12-17 00:33:31.621+00"
"28F64A43D4E13CC9","TEMPERATURE",20.4,"2023-12-17 00:33:31.66+00"
"28351643D4E13CBB","TEMPERATURE",14.9,"2023-12-17 00:33:31.68+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",25,"2023-10-01 16:47:03.165+00"
"28A53A43D4E13CD3","TEMPERATURE",5.9,"2023-12-06 04:56:39.49+00"
"28182943D4E13CAC","TEMPERATURE",19.9,"2023-12-16 23:31:07.542+00"
"28D39E43D4E13CD5","TEMPERATURE",11.52,"2023-12-16 23:31:07.568+00"
"286C3543D4E13CB5","TEMPERATURE",22.96,"2023-12-17 00:33:31.634+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",4.028,"2023-10-05 20:03:48.432+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",22.5,"2023-09-13 17:21:03.982+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",16549.466,"2023-11-13 13:06:33.039+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34600.581,"2023-12-17 00:33:31.677+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",4.197,"2023-11-13 13:06:32.961+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.836,"2023-12-06 05:27:52.182+00"
"286C3543D4E13CB5","TEMPERATURE",27.46,"2023-12-06 05:27:52.202+00"
"28214043D4E13C35","TEMPERATURE",13.34,"2023-12-06 05:27:52.221+00"
"28A53A43D4E13CD3","TEMPERATURE",5.9,"2023-12-06 05:27:52.24+00"
"287C5E43D4E13C8F","TEMPERATURE",17.21,"2023-12-17 00:33:31.656+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.92,"2023-12-22 19:20:56.902+00"
"286C3543D4E13CB5","TEMPERATURE",30.46,"2023-12-22 19:20:56.922+00"
"28A53A43D4E13CD3","TEMPERATURE",6.9,"2023-12-22 19:20:56.961+00"
"28351643D4E13CBB","TEMPERATURE",13.9,"2023-12-22 19:20:56.979+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",35291.773,"2023-11-20 03:12:37.883+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",14,"2023-09-23 04:10:30.848+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.898,"2023-09-28 03:53:20.966+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34469.171,"2023-12-22 19:20:56.977+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",18,"2023-10-19 16:48:27.309+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.972,"2023-11-20 03:12:37.86+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",19,"2023-11-13 13:06:32.975+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",3,"2023-12-06 05:27:52.188+00"
"2812CE43D4E13CE8","TEMPERATURE",6.59,"2023-12-06 05:27:52.205+00"
"2812CE43D4E13CE8","TEMPERATURE",11.59,"2023-12-17 00:33:31.658+00"
"28A53A43D4E13CD3","TEMPERATURE",9.9,"2023-12-17 00:33:31.679+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",17.5,"2023-12-22 19:20:56.917+00"
"28F64A43D4E13CC9","TEMPERATURE",25.9,"2023-12-06 05:27:52.219+00"
"28182943D4E13CAC","TEMPERATURE",22.9,"2023-12-22 19:20:56.921+00"
"28F64A43D4E13CC9","TEMPERATURE",29.4,"2023-12-22 19:20:56.958+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.946,"2023-09-13 17:38:58.377+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.587,"2023-09-23 04:28:23.576+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34444.069,"2023-12-06 05:27:52.246+00"
"287C5E43D4E13C8F","TEMPERATURE",13.71,"2023-12-06 05:27:52.203+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",22.5,"2023-09-13 17:38:58.415+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",14,"2023-09-23 04:28:23.599+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",22.5,"2023-10-05 20:03:48.454+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",35434.706,"2023-11-26 03:08:18.058+00"
"287C5E43D4E13C8F","TEMPERATURE",16.71,"2023-12-22 19:20:56.952+00"
"28214043D4E13C35","TEMPERATURE",16.84,"2023-12-22 19:20:56.973+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",18,"2023-09-28 03:53:20.986+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34594.718,"2023-12-17 01:04:42.674+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.493,"2023-12-17 01:04:42.606+00"
"28F64A43D4E13CC9","TEMPERATURE",19.9,"2023-12-17 01:04:42.652+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.946,"2023-09-13 17:56:52.287+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",4.08,"2023-11-26 03:08:17.981+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.585,"2023-09-23 04:46:18.543+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",13.5,"2023-09-23 04:46:18.576+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",-0.5,"2023-11-26 03:08:18.016+00"
"28182943D4E13CAC","TEMPERATURE",26.9,"2023-12-11 13:25:48.097+00"
"28351643D4E13CBB","TEMPERATURE",12.4,"2023-12-06 05:27:52.228+00"
"28D39E43D4E13CD5","TEMPERATURE",8.52,"2023-12-06 05:27:52.242+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",-1.5,"2023-12-11 13:25:48.101+00"
"28A53A43D4E13CD3","TEMPERATURE",3.4,"2023-12-11 13:25:48.113+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",8.5,"2023-12-17 01:04:42.613+00"
"287C5E43D4E13C8F","TEMPERATURE",17.21,"2023-12-17 01:04:42.648+00"
"2812CE43D4E13CE8","TEMPERATURE",9.59,"2023-12-22 19:20:56.955+00"
"28D39E43D4E13CD5","TEMPERATURE",8.02,"2023-12-22 19:20:56.98+00"
"2812CE43D4E13CE8","TEMPERATURE",3.09,"2023-12-11 13:25:48.098+00"
"287C5E43D4E13C8F","TEMPERATURE",19.21,"2023-12-11 13:25:48.102+00"
"28351643D4E13CBB","TEMPERATURE",15.9,"2023-12-11 13:25:48.116+00"
"28182943D4E13CAC","TEMPERATURE",19.4,"2023-12-17 01:04:42.627+00"
"28214043D4E13C35","TEMPERATURE",15.84,"2023-12-17 01:04:42.654+00"
"28351643D4E13CBB","TEMPERATURE",14.4,"2023-12-17 01:04:42.668+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",4,"2023-11-20 03:12:37.864+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",35037.058,"2023-12-01 05:48:51.243+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.706,"2023-12-11 13:25:48.099+00"
"28D39E43D4E13CD5","TEMPERATURE",6.52,"2023-12-11 13:25:48.119+00"
"286C3543D4E13CB5","TEMPERATURE",23.46,"2023-12-17 01:04:42.629+00"
"28A53A43D4E13CD3","TEMPERATURE",9.9,"2023-12-17 01:04:42.664+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.912,"2023-12-22 19:52:16.876+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34870.124,"2023-12-11 13:25:48.136+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.604,"2023-10-01 17:04:58.044+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34550.495,"2023-12-22 19:52:16.941+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.619,"2023-10-14 13:00:59.41+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",12,"2023-10-14 13:00:59.435+00"
"286C3543D4E13CB5","TEMPERATURE",29.96,"2023-12-11 13:25:48.1+00"
"28214043D4E13C35","TEMPERATURE",14.84,"2023-12-11 13:25:48.103+00"
"2812CE43D4E13CE8","TEMPERATURE",11.09,"2023-12-17 01:04:42.651+00"
"28D39E43D4E13CD5","TEMPERATURE",11.52,"2023-12-17 01:04:42.669+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",17.5,"2023-12-22 19:52:16.89+00"
"2812CE43D4E13CE8","TEMPERATURE",10.59,"2023-12-22 19:52:16.917+00"
"28A53A43D4E13CD3","TEMPERATURE",7.4,"2023-12-22 19:52:16.934+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.923,"2023-10-19 17:21:10.96+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",4.001,"2023-12-01 05:48:51.221+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",22.5,"2023-09-13 17:56:52.324+00"
"287C5E43D4E13C8F","TEMPERATURE",16.71,"2023-12-22 19:52:16.915+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.846,"2023-10-10 00:11:27.594+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",11.5,"2023-10-10 00:11:27.612+00"
"28D39E43D4E13CD5","TEMPERATURE",9.02,"2023-12-22 19:52:16.937+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",23,"2023-09-13 18:14:47.963+00"
"28F64A43D4E13CC9","TEMPERATURE",28.9,"2023-12-11 13:25:48.103+00"
"28182943D4E13CAC","TEMPERATURE",23.4,"2023-12-22 19:52:16.893+00"
"28F64A43D4E13CC9","TEMPERATURE",28.4,"2023-12-22 19:52:16.919+00"
"28351643D4E13CBB","TEMPERATURE",16.9,"2023-12-22 19:52:16.936+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",25,"2023-10-01 17:04:58.057+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.941,"2023-09-13 18:14:47.944+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.585,"2023-09-23 05:04:13.239+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",4.202,"2023-11-13 13:37:47.157+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.832,"2023-12-06 05:59:05.475+00"
"286C3543D4E13CB5","TEMPERATURE",28.96,"2023-12-22 19:52:16.897+00"
"28214043D4E13C35","TEMPERATURE",17.34,"2023-12-22 19:52:16.93+00"
"286C3543D4E13CB5","TEMPERATURE",26.96,"2023-12-06 05:59:05.511+00"
"28F64A43D4E13CC9","TEMPERATURE",26.4,"2023-12-06 05:59:05.535+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",13,"2023-09-23 05:04:13.27+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.946,"2023-09-13 18:32:44.014+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.585,"2023-09-23 05:22:08.5+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",17.5,"2023-09-28 04:11:15.627+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34449.878,"2023-12-06 05:59:05.553+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.896,"2023-09-28 04:11:15.624+00"
"2812CE43D4E13CE8","TEMPERATURE",6.59,"2023-12-06 05:59:05.531+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.709,"2023-12-11 13:57:03.925+00"
"2812CE43D4E13CE8","TEMPERATURE",3.09,"2023-12-11 13:57:03.978+00"
"28A53A43D4E13CD3","TEMPERATURE",3.4,"2023-12-11 13:57:03.987+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",8,"2023-12-17 01:35:52.037+00"
"28F64A43D4E13CC9","TEMPERATURE",19.9,"2023-12-17 01:35:52.077+00"
"28A53A43D4E13CD3","TEMPERATURE",9.9,"2023-12-17 01:35:52.094+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",17.5,"2023-10-19 17:21:11.001+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",19.5,"2023-11-13 13:37:47.172+00"
"287C5E43D4E13C8F","TEMPERATURE",13.71,"2023-12-06 05:59:05.528+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",35276.48,"2023-11-20 03:45:27.351+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",4.075,"2023-11-26 03:40:51.569+00"
"28214043D4E13C35","TEMPERATURE",13.34,"2023-12-06 05:59:05.534+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",3,"2023-12-06 05:59:05.491+00"
"28A53A43D4E13CD3","TEMPERATURE",5.9,"2023-12-06 05:59:05.548+00"
"28D39E43D4E13CD5","TEMPERATURE",8.52,"2023-12-06 05:59:05.554+00"
"28182943D4E13CAC","TEMPERATURE",26.9,"2023-12-11 13:57:03.942+00"
"28214043D4E13C35","TEMPERATURE",14.84,"2023-12-11 13:57:03.981+00"
"28351643D4E13CBB","TEMPERATURE",15.4,"2023-12-11 13:57:03.997+00"
"28182943D4E13CAC","TEMPERATURE",18.9,"2023-12-17 01:35:52.039+00"
"28351643D4E13CBB","TEMPERATURE",14.4,"2023-12-17 01:35:52.097+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",4.5,"2023-11-20 03:45:27.313+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",35430.097,"2023-11-26 03:40:51.645+00"
"286C3543D4E13CB5","TEMPERATURE",29.46,"2023-12-11 13:57:03.958+00"
"28D39E43D4E13CD5","TEMPERATURE",6.52,"2023-12-11 13:57:03.999+00"
"286C3543D4E13CB5","TEMPERATURE",22.96,"2023-12-17 01:35:52.041+00"
"28D39E43D4E13CD5","TEMPERATURE",12.02,"2023-12-17 01:35:52.082+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.906,"2023-12-22 20:23:20.227+00"
"286C3543D4E13CB5","TEMPERATURE",28.46,"2023-12-22 20:23:20.25+00"
"28A53A43D4E13CD3","TEMPERATURE",8.4,"2023-12-22 20:23:20.287+00"
"28D39E43D4E13CD5","TEMPERATURE",9.52,"2023-12-22 20:23:20.297+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",16546.038,"2023-11-13 13:37:47.248+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.967,"2023-11-20 03:45:27.276+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",7,"2023-12-01 05:48:51.225+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",13,"2023-09-23 05:22:08.51+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34851.773,"2023-12-11 13:57:04.002+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34588.433,"2023-12-17 01:35:52.096+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.598,"2023-10-01 17:22:53.13+00"
"28351643D4E13CBB","TEMPERATURE",12.4,"2023-12-06 05:59:05.55+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.487,"2023-12-17 01:35:52.026+00"
"287C5E43D4E13C8F","TEMPERATURE",18.21,"2023-12-11 13:57:03.966+00"
"2812CE43D4E13CE8","TEMPERATURE",11.09,"2023-12-17 01:35:52.073+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",14.5,"2023-12-22 20:23:20.233+00"
"28214043D4E13C35","TEMPERATURE",17.84,"2023-12-22 20:23:20.291+00"
"287C5E43D4E13C8F","TEMPERATURE",16.71,"2023-12-17 01:35:52.062+00"
"28214043D4E13C35","TEMPERATURE",15.84,"2023-12-17 01:35:52.084+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",12.5,"2023-09-23 05:40:03.871+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.898,"2023-09-28 04:29:10.378+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",23,"2023-09-13 18:50:36.859+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",23,"2023-09-13 18:32:44.024+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",4.027,"2023-10-05 20:36:36.146+00"
"28F64A43D4E13CC9","TEMPERATURE",28.9,"2023-12-11 13:57:03.984+00"
"28182943D4E13CAC","TEMPERATURE",22.9,"2023-12-22 20:23:20.236+00"
"28F64A43D4E13CC9","TEMPERATURE",26.9,"2023-12-22 20:23:20.276+00"
"28351643D4E13CBB","TEMPERATURE",16.4,"2023-12-22 20:23:20.296+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.938,"2023-09-13 18:50:36.839+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.587,"2023-09-23 05:40:03.849+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",25,"2023-10-01 17:22:53.157+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.485,"2023-12-17 02:07:04.461+00"
"287C5E43D4E13C8F","TEMPERATURE",16.71,"2023-12-22 20:23:20.269+00"
"287C5E43D4E13C8F","TEMPERATURE",16.71,"2023-12-17 02:07:04.509+00"
"28A53A43D4E13CD3","TEMPERATURE",9.9,"2023-12-17 02:07:04.526+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.94,"2023-09-13 19:08:31.979+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34629.507,"2023-12-22 20:23:20.295+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.582,"2023-09-23 05:57:58.462+00"
"2812CE43D4E13CE8","TEMPERATURE",11.09,"2023-12-22 20:23:20.273+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",17,"2023-09-28 04:29:10.398+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",7.5,"2023-12-17 02:07:04.467+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",20.5,"2023-10-05 20:36:36.165+00"
"2812CE43D4E13CE8","TEMPERATURE",11.09,"2023-12-17 02:07:04.521+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.919,"2023-10-19 17:53:59.94+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",17,"2023-10-19 17:53:59.969+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34451.48,"2023-12-06 06:30:17.049+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",4.204,"2023-11-13 14:09:03.951+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.838,"2023-12-06 06:30:16.971+00"
"2812CE43D4E13CE8","TEMPERATURE",6.59,"2023-12-06 06:30:17.024+00"
"286C3543D4E13CB5","TEMPERATURE",22.96,"2023-12-17 02:07:04.501+00"
"28214043D4E13C35","TEMPERATURE",15.84,"2023-12-17 02:07:04.524+00"
"28D39E43D4E13CD5","TEMPERATURE",12.02,"2023-12-17 02:07:04.531+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.896,"2023-12-22 20:54:27.253+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",23.5,"2023-09-13 19:08:32.019+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",12,"2023-09-23 05:57:58.485+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",4.001,"2023-12-01 06:21:22.374+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34568.276,"2023-12-17 02:07:04.544+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34687.468,"2023-12-22 20:54:27.333+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",19.5,"2023-11-13 14:09:03.963+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",7,"2023-12-01 06:21:22.389+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",3,"2023-12-06 06:30:16.985+00"
"28F64A43D4E13CC9","TEMPERATURE",26.4,"2023-12-06 06:30:17.026+00"
"28182943D4E13CAC","TEMPERATURE",18.9,"2023-12-17 02:07:04.48+00"
"28F64A43D4E13CC9","TEMPERATURE",19.4,"2023-12-17 02:07:04.523+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",13.5,"2023-12-22 20:54:27.268+00"
"2812CE43D4E13CE8","TEMPERATURE",11.09,"2023-12-22 20:54:27.305+00"
"28A53A43D4E13CD3","TEMPERATURE",8.9,"2023-12-22 20:54:27.316+00"
"28351643D4E13CBB","TEMPERATURE",14.4,"2023-12-17 02:07:04.529+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",4.064,"2023-11-26 04:13:22.282+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.846,"2023-10-10 00:44:13.076+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.97,"2023-11-20 04:18:14.899+00"
"28214043D4E13C35","TEMPERATURE",13.34,"2023-12-06 06:30:17.028+00"
"28D39E43D4E13CD5","TEMPERATURE",8.52,"2023-12-06 06:30:17.047+00"
"28182943D4E13CAC","TEMPERATURE",20.9,"2023-12-22 20:54:27.271+00"
"28F64A43D4E13CC9","TEMPERATURE",25.9,"2023-12-22 20:54:27.308+00"
"28351643D4E13CBB","TEMPERATURE",16.9,"2023-12-22 20:54:27.326+00"
"287C5E43D4E13C8F","TEMPERATURE",13.71,"2023-12-06 06:30:17.013+00"
"28351643D4E13CBB","TEMPERATURE",12.4,"2023-12-06 06:30:17.044+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",-1.5,"2023-12-11 14:28:18.453+00"
"287C5E43D4E13C8F","TEMPERATURE",17.71,"2023-12-22 20:54:27.294+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.936,"2023-09-13 19:26:27.632+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.583,"2023-09-23 06:15:54.231+00"
"28D39E43D4E13CD5","TEMPERATURE",10.02,"2023-12-22 20:54:27.328+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",16519.011,"2023-11-13 14:09:04.027+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",35255.269,"2023-11-20 04:18:14.95+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",35018.108,"2023-12-01 06:21:22.394+00"
"286C3543D4E13CB5","TEMPERATURE",26.96,"2023-12-06 06:30:17.004+00"
"28A53A43D4E13CD3","TEMPERATURE",5.9,"2023-12-06 06:30:17.043+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.711,"2023-12-11 14:28:18.446+00"
"286C3543D4E13CB5","TEMPERATURE",28.96,"2023-12-11 14:28:18.469+00"
"28A53A43D4E13CD3","TEMPERATURE",3.4,"2023-12-11 14:28:18.496+00"
"28351643D4E13CBB","TEMPERATURE",14.9,"2023-12-11 14:28:18.514+00"
"286C3543D4E13CB5","TEMPERATURE",28.46,"2023-12-22 20:54:27.272+00"
"28214043D4E13C35","TEMPERATURE",17.84,"2023-12-22 20:54:27.311+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.938,"2023-09-13 19:44:22.6+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.58,"2023-09-23 06:33:49.598+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",25.5,"2023-10-01 17:40:47.893+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",7,"2023-12-17 02:38:15.515+00"
"287C5E43D4E13C8F","TEMPERATURE",16.21,"2023-12-17 02:38:15.55+00"
"28214043D4E13C35","TEMPERATURE",15.84,"2023-12-17 02:38:15.556+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",11,"2023-10-10 00:44:13.107+00"
"28182943D4E13CAC","TEMPERATURE",18.4,"2023-12-17 02:38:15.521+00"
"28351643D4E13CBB","TEMPERATURE",14.4,"2023-12-17 02:38:15.561+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.909,"2023-12-22 21:25:38.984+00"
"28214043D4E13C35","TEMPERATURE",18.34,"2023-12-22 21:25:39.041+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34819.183,"2023-12-11 14:28:18.512+00"
"28182943D4E13CAC","TEMPERATURE",24.9,"2023-12-11 14:28:18.456+00"
"28F64A43D4E13CC9","TEMPERATURE",27.9,"2023-12-11 14:28:18.494+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34736.323,"2023-12-22 21:25:39.062+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",23.5,"2023-09-13 19:26:27.66+00"
"286C3543D4E13CB5","TEMPERATURE",21.96,"2023-12-17 02:38:15.531+00"
"28D39E43D4E13CD5","TEMPERATURE",12.02,"2023-12-17 02:38:15.571+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",12,"2023-12-22 21:25:38.999+00"
"2812CE43D4E13CE8","TEMPERATURE",11.59,"2023-12-22 21:25:39.037+00"
"28A53A43D4E13CD3","TEMPERATURE",8.9,"2023-12-22 21:25:39.043+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",23.5,"2023-09-13 19:44:22.643+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",13,"2023-09-23 06:33:49.617+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.898,"2023-09-28 04:47:05.701+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",12.5,"2023-09-23 06:15:54.272+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.598,"2023-10-01 17:40:47.854+00"
"2812CE43D4E13CE8","TEMPERATURE",11.09,"2023-12-17 02:38:15.553+00"
"28A53A43D4E13CD3","TEMPERATURE",9.9,"2023-12-17 02:38:15.557+00"
"28182943D4E13CAC","TEMPERATURE",21.9,"2023-12-22 21:25:39.005+00"
"28F64A43D4E13CC9","TEMPERATURE",25.4,"2023-12-22 21:25:39.039+00"
"28351643D4E13CBB","TEMPERATURE",17.4,"2023-12-22 21:25:39.046+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34539.608,"2023-12-17 02:38:15.576+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",4,"2023-11-20 04:18:14.931+00"
"287C5E43D4E13C8F","TEMPERATURE",17.71,"2023-12-11 14:28:18.488+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",4.027,"2023-10-05 21:09:24.482+00"
"28214043D4E13C35","TEMPERATURE",14.84,"2023-12-11 14:28:18.508+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",35423.362,"2023-11-26 04:13:22.35+00"
"286C3543D4E13CB5","TEMPERATURE",27.46,"2023-12-22 21:25:39.007+00"
"28D39E43D4E13CD5","TEMPERATURE",10.52,"2023-12-22 21:25:39.048+00"
