"sensorId","type","value","createdAt"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.944,"2023-09-27 14:09:57.798+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34480.687,"2023-12-10 18:11:19.433+00"
"28182943D4E13CAC","TEMPERATURE",25.9,"2023-12-10 18:11:19.369+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.67,"2023-09-21 17:50:44.664+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",17.5,"2023-10-18 21:40:07.775+00"
"287C5E43D4E13C8F","TEMPERATURE",20.71,"2023-12-10 18:11:19.405+00"
"286C3543D4E13CB5","TEMPERATURE",28.46,"2023-12-10 18:11:19.371+00"
"28A53A43D4E13CD3","TEMPERATURE",7.4,"2023-12-10 18:11:19.428+00"
"28351643D4E13CBB","TEMPERATURE",13.9,"2023-12-10 18:11:19.429+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.915,"2023-12-21 23:01:01.048+00"
"2812CE43D4E13CE8","TEMPERATURE",8.09,"2023-12-21 23:01:01.095+00"
"28A53A43D4E13CD3","TEMPERATURE",6.4,"2023-12-21 23:01:01.109+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",15.5,"2023-09-12 07:01:14.382+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",23.5,"2023-09-27 14:09:57.827+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.965,"2023-09-12 07:19:07.403+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",28,"2023-09-21 17:50:44.707+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.674,"2023-09-21 18:08:41.558+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",15,"2023-09-12 07:19:07.439+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.96,"2023-09-12 07:37:02.869+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",28,"2023-09-21 18:08:41.577+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.64,"2023-10-01 03:38:47.18+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.67,"2023-09-21 18:26:37.813+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",14.5,"2023-10-01 03:38:47.196+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",4.051,"2023-10-05 04:44:21.086+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",15,"2023-09-12 07:37:02.888+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.962,"2023-09-12 07:54:55.221+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",28.5,"2023-09-21 18:26:37.833+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",16,"2023-10-05 04:44:21.105+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.943,"2023-09-27 14:27:55.546+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.666,"2023-09-21 18:44:33.916+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",28,"2023-09-21 18:44:33.936+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",24.5,"2023-09-27 14:27:55.564+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",15,"2023-09-12 07:54:55.262+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.965,"2023-09-12 08:12:50.606+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.638,"2023-10-01 03:56:42.059+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",14,"2023-10-01 03:56:42.068+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.67,"2023-09-21 19:02:29.906+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",14.5,"2023-09-12 08:12:50.625+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",28.5,"2023-09-21 19:02:29.926+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.959,"2023-09-12 08:30:43.843+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.941,"2023-09-27 14:45:48.994+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.666,"2023-09-21 19:20:24.443+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",15,"2023-09-12 08:30:43.866+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",29,"2023-09-21 19:20:24.484+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",25,"2023-09-27 14:45:49.032+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.96,"2023-09-12 08:48:39.43+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.667,"2023-09-21 19:38:19.129+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",15,"2023-09-12 08:48:39.449+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",28,"2023-09-21 19:38:19.145+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.957,"2023-09-12 09:06:35.544+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.637,"2023-10-01 04:14:35.451+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.664,"2023-09-21 19:56:13.327+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",14,"2023-10-01 04:14:35.468+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",4.049,"2023-10-05 05:17:08.376+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.646,"2023-10-13 18:25:35.009+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.996,"2023-11-19 08:04:06.49+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",15,"2023-09-12 09:06:35.584+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.841,"2023-12-05 10:12:51.506+00"
"28F64A43D4E13CC9","TEMPERATURE",26.4,"2023-12-05 10:12:51.53+00"
"28D39E43D4E13CD5","TEMPERATURE",8.02,"2023-12-05 10:12:51.572+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",3.5,"2023-12-21 23:01:01.064+00"
"28351643D4E13CBB","TEMPERATURE",11.9,"2023-12-21 23:01:01.11+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",27,"2023-09-21 19:56:13.339+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",35303.144,"2023-11-19 08:04:06.567+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34495.819,"2023-12-05 10:12:51.587+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",4.199,"2023-11-12 18:21:44.776+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.965,"2023-11-30 09:44:11.689+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",-0.5,"2023-12-05 10:12:51.512+00"
"286C3543D4E13CB5","TEMPERATURE",30.46,"2023-12-05 10:12:51.525+00"
"28351643D4E13CBB","TEMPERATURE",14.4,"2023-12-05 10:12:51.568+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.509,"2023-12-15 19:25:33.386+00"
"28182943D4E13CAC","TEMPERATURE",19.9,"2023-12-21 23:01:01.086+00"
"28D39E43D4E13CD5","TEMPERATURE",8.52,"2023-12-21 23:01:01.112+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",35167.534,"2023-11-30 09:44:11.765+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",16,"2023-10-05 05:17:08.381+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",27,"2023-10-13 18:25:35.028+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",20,"2023-11-12 18:21:44.791+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",-3.5,"2023-11-19 08:04:06.54+00"
"287C5E43D4E13C8F","TEMPERATURE",14.21,"2023-12-05 10:12:51.527+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",15,"2023-12-15 19:25:33.4+00"
"2812CE43D4E13CE8","TEMPERATURE",9.09,"2023-12-15 19:25:33.429+00"
"28A53A43D4E13CD3","TEMPERATURE",6.4,"2023-12-15 19:25:33.449+00"
"286C3543D4E13CB5","TEMPERATURE",26.96,"2023-12-21 23:01:01.089+00"
"28F64A43D4E13CC9","TEMPERATURE",21.4,"2023-12-21 23:01:01.104+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.661,"2023-09-21 20:14:08.07+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34854.194,"2023-12-21 23:01:01.123+00"
"2812CE43D4E13CE8","TEMPERATURE",5.09,"2023-12-05 10:12:51.528+00"
"28A53A43D4E13CD3","TEMPERATURE",5.4,"2023-12-05 10:12:51.563+00"
"28182943D4E13CAC","TEMPERATURE",19.4,"2023-12-15 19:25:33.403+00"
"28214043D4E13C35","TEMPERATURE",15.84,"2023-12-15 19:25:33.441+00"
"28351643D4E13CBB","TEMPERATURE",11.9,"2023-12-15 19:25:33.45+00"
"287C5E43D4E13C8F","TEMPERATURE",15.71,"2023-12-21 23:01:01.093+00"
"28214043D4E13C35","TEMPERATURE",13.84,"2023-12-21 23:01:01.107+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.957,"2023-09-12 09:24:30.456+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34707.355,"2023-12-15 19:25:33.464+00"
"28214043D4E13C35","TEMPERATURE",13.84,"2023-12-05 10:12:51.532+00"
"286C3543D4E13CB5","TEMPERATURE",25.96,"2023-12-15 19:25:33.408+00"
"28F64A43D4E13CC9","TEMPERATURE",22.9,"2023-12-15 19:25:33.443+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",15,"2023-09-12 09:24:30.475+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.872,"2023-10-09 09:25:34.321+00"
"287C5E43D4E13C8F","TEMPERATURE",15.71,"2023-12-15 19:25:33.426+00"
"28D39E43D4E13CD5","TEMPERATURE",7.52,"2023-12-15 19:25:33.446+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",27,"2023-09-21 20:14:08.092+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.957,"2023-09-12 09:42:26.561+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.662,"2023-09-21 20:32:02.764+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.941,"2023-09-27 15:03:43.92+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",7.5,"2023-10-09 09:25:34.343+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",15,"2023-09-12 09:42:26.581+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34557.933,"2023-12-10 18:42:30.369+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.743,"2023-12-10 18:42:30.29+00"
"287C5E43D4E13C8F","TEMPERATURE",20.71,"2023-12-10 18:42:30.325+00"
"28214043D4E13C35","TEMPERATURE",14.84,"2023-12-10 18:42:30.35+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",27,"2023-09-21 20:32:02.783+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",23.5,"2023-09-27 15:03:43.923+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.977,"2023-10-18 22:12:49.873+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",3,"2023-12-10 18:42:30.307+00"
"2812CE43D4E13CE8","TEMPERATURE",7.59,"2023-12-10 18:42:30.344+00"
"28A53A43D4E13CD3","TEMPERATURE",7.4,"2023-12-10 18:42:30.363+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",13.5,"2023-12-15 19:56:46.879+00"
"28A53A43D4E13CD3","TEMPERATURE",6.9,"2023-12-15 19:56:46.92+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.952,"2023-09-12 10:00:20.87+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.64,"2023-10-01 04:32:30.55+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.574,"2023-11-25 07:53:00.891+00"
"28182943D4E13CAC","TEMPERATURE",24.4,"2023-12-10 18:42:30.309+00"
"28351643D4E13CBB","TEMPERATURE",13.9,"2023-12-10 18:42:30.365+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.551,"2023-12-15 19:56:46.865+00"
"28214043D4E13C35","TEMPERATURE",16.34,"2023-12-15 19:56:46.924+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.661,"2023-09-21 20:49:57.156+00"
"286C3543D4E13CB5","TEMPERATURE",27.96,"2023-12-10 18:42:30.311+00"
"28D39E43D4E13CD5","TEMPERATURE",10.52,"2023-12-10 18:42:30.366+00"
"28182943D4E13CAC","TEMPERATURE",18.9,"2023-12-15 19:56:46.882+00"
"2812CE43D4E13CE8","TEMPERATURE",9.59,"2023-12-15 19:56:46.908+00"
"28351643D4E13CBB","TEMPERATURE",12.4,"2023-12-15 19:56:46.926+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34870.831,"2023-12-21 23:32:12.79+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.645,"2023-10-13 18:58:28.353+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",15,"2023-10-18 22:12:49.924+00"
"28F64A43D4E13CC9","TEMPERATURE",21.4,"2023-12-10 18:42:30.347+00"
"286C3543D4E13CB5","TEMPERATURE",25.46,"2023-12-15 19:56:46.884+00"
"28F64A43D4E13CC9","TEMPERATURE",23.4,"2023-12-15 19:56:46.918+00"
"28D39E43D4E13CD5","TEMPERATURE",8.02,"2023-12-15 19:56:46.927+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.907,"2023-12-21 23:32:12.71+00"
"28F64A43D4E13CC9","TEMPERATURE",20.4,"2023-12-21 23:32:12.757+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",15.5,"2023-09-12 10:00:20.904+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",35637.097,"2023-11-25 07:53:00.966+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34757.917,"2023-12-15 19:56:46.942+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",13.5,"2023-10-01 04:32:30.595+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.993,"2023-11-19 08:36:53.554+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",-2.5,"2023-11-25 07:53:00.925+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.83,"2023-12-05 10:44:05.009+00"
"286C3543D4E13CB5","TEMPERATURE",30.96,"2023-12-05 10:44:05.032+00"
"28A53A43D4E13CD3","TEMPERATURE",4.9,"2023-12-05 10:44:05.081+00"
"28351643D4E13CBB","TEMPERATURE",13.4,"2023-12-05 10:44:05.092+00"
"287C5E43D4E13C8F","TEMPERATURE",15.71,"2023-12-15 19:56:46.905+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",3,"2023-12-21 23:32:12.717+00"
"287C5E43D4E13C8F","TEMPERATURE",15.21,"2023-12-21 23:32:12.752+00"
"28214043D4E13C35","TEMPERATURE",13.34,"2023-12-21 23:32:12.768+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",26.5,"2023-09-21 20:49:57.174+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",4.197,"2023-11-12 18:52:59.847+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.962,"2023-11-30 10:16:45.279+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",0,"2023-12-05 10:44:05.024+00"
"28182943D4E13CAC","TEMPERATURE",19.9,"2023-12-21 23:32:12.737+00"
"28A53A43D4E13CD3","TEMPERATURE",6.4,"2023-12-21 23:32:12.754+00"
"28351643D4E13CBB","TEMPERATURE",11.9,"2023-12-21 23:32:12.77+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.952,"2023-09-12 10:18:14.227+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",15.5,"2023-09-12 10:18:14.269+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34483.562,"2023-12-05 10:44:05.089+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",25,"2023-10-13 18:58:28.393+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",20.5,"2023-11-12 18:52:59.854+00"
"28F64A43D4E13CC9","TEMPERATURE",25.9,"2023-12-05 10:44:05.069+00"
"286C3543D4E13CB5","TEMPERATURE",27.46,"2023-12-21 23:32:12.748+00"
"2812CE43D4E13CE8","TEMPERATURE",7.59,"2023-12-21 23:32:12.755+00"
"28D39E43D4E13CD5","TEMPERATURE",8.52,"2023-12-21 23:32:12.772+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",26,"2023-09-21 21:07:50.025+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.941,"2023-09-27 15:39:20.956+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",35303.421,"2023-11-19 08:36:53.618+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",-3.5,"2023-11-19 08:36:53.573+00"
"287C5E43D4E13C8F","TEMPERATURE",15.21,"2023-12-05 10:44:05.063+00"
"28214043D4E13C35","TEMPERATURE",14.34,"2023-12-05 10:44:05.085+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.656,"2023-09-21 21:07:50.004+00"
"2812CE43D4E13CE8","TEMPERATURE",5.09,"2023-12-05 10:44:05.066+00"
"28D39E43D4E13CD5","TEMPERATURE",8.02,"2023-12-05 10:44:05.094+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",4.052,"2023-10-05 05:49:57.997+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",35159.171,"2023-11-30 10:16:45.351+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",19,"2023-09-27 15:39:20.98+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",15.5,"2023-10-05 05:49:58.01+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.553,"2023-12-15 20:27:53.704+00"
"287C5E43D4E13C8F","TEMPERATURE",15.71,"2023-12-15 20:27:53.743+00"
"28214043D4E13C35","TEMPERATURE",16.84,"2023-12-15 20:27:53.761+00"
"28D39E43D4E13CD5","TEMPERATURE",9.02,"2023-12-15 20:27:53.78+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.951,"2023-09-12 10:36:07.183+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.637,"2023-10-01 04:50:28.391+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",13.5,"2023-12-15 20:27:53.71+00"
"2812CE43D4E13CE8","TEMPERATURE",10.09,"2023-12-15 20:27:53.751+00"
"28351643D4E13CBB","TEMPERATURE",12.4,"2023-12-15 20:27:53.767+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.657,"2023-09-21 21:25:43.023+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.869,"2023-10-09 09:58:23.165+00"
"28182943D4E13CAC","TEMPERATURE",19.4,"2023-12-15 20:27:53.717+00"
"286C3543D4E13CB5","TEMPERATURE",26.96,"2023-12-15 20:27:53.722+00"
"28A53A43D4E13CD3","TEMPERATURE",7.4,"2023-12-15 20:27:53.765+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",15,"2023-09-12 10:36:07.201+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34809.194,"2023-12-15 20:27:53.778+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",13.5,"2023-10-01 04:50:28.435+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",6.5,"2023-10-09 09:58:23.184+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.74,"2023-12-10 19:13:41.473+00"
"28A53A43D4E13CD3","TEMPERATURE",7.4,"2023-12-10 19:13:41.537+00"
"28D39E43D4E13CD5","TEMPERATURE",10.02,"2023-12-10 19:13:41.554+00"
"28F64A43D4E13CC9","TEMPERATURE",22.9,"2023-12-15 20:27:53.758+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",26.5,"2023-09-21 21:25:43.042+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.973,"2023-10-18 22:45:37.16+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",3,"2023-12-10 19:13:41.479+00"
"28214043D4E13C35","TEMPERATURE",14.84,"2023-12-10 19:13:41.541+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.949,"2023-09-12 10:54:01.524+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.574,"2023-11-25 08:25:46.796+00"
"28182943D4E13CAC","TEMPERATURE",25.4,"2023-12-10 19:13:41.482+00"
"2812CE43D4E13CE8","TEMPERATURE",7.59,"2023-12-10 19:13:41.519+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.657,"2023-09-21 21:43:36.639+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.938,"2023-09-27 15:57:13.409+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",-3,"2023-11-25 08:25:46.797+00"
"286C3543D4E13CB5","TEMPERATURE",28.96,"2023-12-10 19:13:41.496+00"
"28F64A43D4E13CC9","TEMPERATURE",21.9,"2023-12-10 19:13:41.534+00"
"28351643D4E13CBB","TEMPERATURE",13.9,"2023-12-10 19:13:41.552+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.902,"2023-12-22 00:03:28.872+00"
"28214043D4E13C35","TEMPERATURE",13.34,"2023-12-22 00:03:28.928+00"
"28F64A43D4E13CC9","TEMPERATURE",19.9,"2023-12-22 00:03:28.936+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.643,"2023-10-13 19:31:12.932+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",35632.019,"2023-11-25 08:25:46.818+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34541.534,"2023-12-10 19:13:41.558+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34876.78,"2023-12-22 00:03:28.95+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",14,"2023-10-18 22:45:37.196+00"
"287C5E43D4E13C8F","TEMPERATURE",20.21,"2023-12-10 19:13:41.516+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",3,"2023-12-22 00:03:28.888+00"
"28A53A43D4E13CD3","TEMPERATURE",6.4,"2023-12-22 00:03:28.929+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",15,"2023-09-12 10:54:01.542+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.985,"2023-11-19 09:09:42.609+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.838,"2023-12-05 11:15:20.422+00"
"286C3543D4E13CB5","TEMPERATURE",30.96,"2023-12-05 11:15:20.442+00"
"28214043D4E13C35","TEMPERATURE",13.84,"2023-12-05 11:15:20.503+00"
"28D39E43D4E13CD5","TEMPERATURE",7.52,"2023-12-05 11:15:20.512+00"
"28182943D4E13CAC","TEMPERATURE",19.9,"2023-12-22 00:03:28.91+00"
"28D39E43D4E13CD5","TEMPERATURE",8.52,"2023-12-22 00:03:28.937+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",20,"2023-09-27 15:57:13.446+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",4.201,"2023-11-12 19:24:16.27+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.96,"2023-11-30 10:49:18.835+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",0.5,"2023-12-05 11:15:20.429+00"
"287C5E43D4E13C8F","TEMPERATURE",16.21,"2023-12-05 11:15:20.465+00"
"28351643D4E13CBB","TEMPERATURE",13.9,"2023-12-05 11:15:20.505+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.554,"2023-12-15 20:58:58.088+00"
"28F64A43D4E13CC9","TEMPERATURE",21.4,"2023-12-15 20:58:58.133+00"
"286C3543D4E13CB5","TEMPERATURE",27.96,"2023-12-22 00:03:28.914+00"
"28351643D4E13CBB","TEMPERATURE",11.9,"2023-12-22 00:03:28.932+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.951,"2023-09-12 11:11:54.843+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",26.5,"2023-09-21 21:43:36.681+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",25.5,"2023-10-13 19:31:12.952+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34475.401,"2023-12-05 11:15:20.51+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",21,"2023-11-12 19:24:16.285+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",12.5,"2023-12-15 20:58:58.094+00"
"2812CE43D4E13CE8","TEMPERATURE",10.59,"2023-12-15 20:58:58.117+00"
"28A53A43D4E13CD3","TEMPERATURE",7.9,"2023-12-15 20:58:58.138+00"
"287C5E43D4E13C8F","TEMPERATURE",14.71,"2023-12-22 00:03:28.917+00"
"2812CE43D4E13CE8","TEMPERATURE",7.59,"2023-12-22 00:03:28.934+00"
"B4:8A:0A:81:06:00-BatteryVoltage","BATTERY_VOLTAGE",3.656,"2023-09-21 22:01:31.87+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",35284.315,"2023-11-19 09:09:42.686+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",35143.581,"2023-11-30 10:49:18.913+00"
"B4:8A:0A:81:06:00-Hiveweight","WEIGHT",34835.632,"2023-12-15 20:58:58.156+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",-4,"2023-11-19 09:09:42.629+00"
"2812CE43D4E13CE8","TEMPERATURE",5.09,"2023-12-05 11:15:20.494+00"
"28A53A43D4E13CD3","TEMPERATURE",4.9,"2023-12-05 11:15:20.507+00"
"28182943D4E13CAC","TEMPERATURE",18.9,"2023-12-15 20:58:58.097+00"
"28214043D4E13C35","TEMPERATURE",16.84,"2023-12-15 20:58:58.135+00"
"28D00594970203C6","AMBIENT_TEMPERATURE",-1.5,"2023-11-30 10:49:18.856+00"
"28F64A43D4E13CC9","TEMPERATURE",27.4,"2023-12-05 11:15:20.499+00"
"287C5E43D4E13C8F","TEMPERATURE",16.21,"2023-12-15 20:58:58.112+00"
"28351643D4E13CBB","TEMPERATURE",12.9,"2023-12-15 20:58:58.153+00"
