"sensorId","type","value","createdAt"
"28981994970403E5","AMBIENT_TEMPERATURE",8.5,"2023-12-26 21:52:55.318+00"
"28FA8643D4E13CB7","TEMPERATURE",11.34,"2023-12-26 21:52:55.344+00"
"28981994970403E5","AMBIENT_TEMPERATURE",15,"2023-10-06 11:27:11.327+00"
"2827A25704E13CF1","TEMPERATURE",14.1,"2023-12-26 21:52:55.361+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.101,"2023-10-31 14:53:01.561+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.136,"2023-12-12 01:50:40.621+00"
"28711594970203D1","TEMPERATURE",6.29,"2023-12-12 01:50:40.687+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.109,"2023-12-23 11:25:20.531+00"
"28711594970203D1","TEMPERATURE",9.29,"2023-12-23 11:25:20.588+00"
"28145D9497130306","TEMPERATURE",9.02,"2023-12-26 21:52:55.337+00"
"28981994970403E5","AMBIENT_TEMPERATURE",10.5,"2023-10-31 14:53:01.567+00"
"2868659497130359","TEMPERATURE",2.59,"2023-12-12 01:50:40.627+00"
"288A099497020306","TEMPERATURE",3.59,"2023-12-12 01:50:40.663+00"
"28AB1594970203DA","TEMPERATURE",9.23,"2023-12-12 01:50:40.689+00"
"2868659497130359","TEMPERATURE",5.09,"2023-12-23 11:25:20.546+00"
"288A099497020306","TEMPERATURE",6.59,"2023-12-23 11:25:20.586+00"
"284E145704E13C77","TEMPERATURE",13.52,"2023-12-23 11:25:20.591+00"
"28981994970403E5","AMBIENT_TEMPERATURE",-3,"2023-12-12 01:50:40.63+00"
"28FA8643D4E13CB7","TEMPERATURE",3.34,"2023-12-12 01:50:40.665+00"
"2827A25704E13CF1","TEMPERATURE",9.1,"2023-12-12 01:50:40.69+00"
"28145D9497130306","TEMPERATURE",5.52,"2023-12-23 11:25:20.568+00"
"28981994970403E5","AMBIENT_TEMPERATURE",7.5,"2023-12-23 11:25:20.549+00"
"28FA8643D4E13CB7","TEMPERATURE",7.34,"2023-12-23 11:25:20.589+00"
"28AB1594970203DA","TEMPERATURE",10.23,"2023-12-23 11:25:20.602+00"
"28145D9497130306","TEMPERATURE",1.52,"2023-12-12 01:50:40.64+00"
"284E145704E13C77","TEMPERATURE",15.02,"2023-12-12 01:50:40.681+00"
"281C479497130366","TEMPERATURE",10.71,"2023-12-23 11:25:20.582+00"
"2827A25704E13CF1","TEMPERATURE",10.6,"2023-12-23 11:25:20.604+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.172,"2023-11-08 15:29:29.804+00"
"281C479497130366","TEMPERATURE",12.21,"2023-12-12 01:50:40.66+00"
"28981994970403E5","AMBIENT_TEMPERATURE",24,"2023-11-08 15:29:29.815+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.109,"2023-12-01 19:14:02.55+00"
"28711594970203D1","TEMPERATURE",14.29,"2023-12-26 02:07:35.638+00"
"288A099497020306","TEMPERATURE",11.09,"2023-12-26 02:07:35.64+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.154,"2023-10-14 16:10:36.796+00"
"28981994970403E5","AMBIENT_TEMPERATURE",14.5,"2023-10-14 16:10:36.802+00"
"28981994970403E5","AMBIENT_TEMPERATURE",10.5,"2023-10-30 20:42:13.094+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.116,"2023-10-06 00:00:39.48+00"
"28981994970403E5","AMBIENT_TEMPERATURE",10.5,"2023-12-26 02:38:47.136+00"
"28FA8643D4E13CB7","TEMPERATURE",12.34,"2023-12-26 02:38:47.162+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",3.956,"2023-09-28 07:37:36.403+00"
"28981994970403E5","AMBIENT_TEMPERATURE",16.5,"2023-10-06 00:00:39.487+00"
"28981994970403E5","AMBIENT_TEMPERATURE",16.5,"2023-09-28 07:37:36.409+00"
"28145D9497130306","TEMPERATURE",10.02,"2023-12-26 02:38:47.147+00"
"28AB1594970203DA","TEMPERATURE",15.23,"2023-12-26 02:38:47.181+00"
"2868659497130359","TEMPERATURE",8.09,"2023-12-23 02:35:26.407+00"
"288A099497020306","TEMPERATURE",9.09,"2023-12-23 02:35:26.446+00"
"28981994970403E5","AMBIENT_TEMPERATURE",8.5,"2023-12-11 18:04:10.078+00"
"2827A25704E13CF1","TEMPERATURE",8.6,"2023-12-11 18:04:10.105+00"
"28981994970403E5","AMBIENT_TEMPERATURE",13.5,"2023-10-19 21:52:30.5+00"
"28145D9497130306","TEMPERATURE",2.02,"2023-12-11 18:04:10.081+00"
"284E145704E13C77","TEMPERATURE",15.02,"2023-12-11 18:04:10.1+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.161,"2023-10-14 16:41:43.323+00"
"28981994970403E5","AMBIENT_TEMPERATURE",15,"2023-10-14 16:41:43.337+00"
"28981994970403E5","AMBIENT_TEMPERATURE",6.5,"2023-10-30 21:13:19.209+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.161,"2023-11-07 21:48:38.104+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.112,"2023-12-01 10:25:58.756+00"
"281C479497130366","TEMPERATURE",13.21,"2023-12-11 18:04:10.085+00"
"28711594970203D1","TEMPERATURE",5.29,"2023-12-11 18:04:10.102+00"
"288A099497020306","TEMPERATURE",10.59,"2023-12-26 03:10:01.274+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.17,"2023-10-01 20:37:57.916+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.038,"2023-11-26 08:13:16.939+00"
"28981994970403E5","AMBIENT_TEMPERATURE",1.5,"2023-12-06 10:15:27.705+00"
"284E145704E13C77","TEMPERATURE",14.52,"2023-12-06 10:15:27.746+00"
"2827A25704E13CF1","TEMPERATURE",9.6,"2023-12-06 10:15:27.763+00"
"28981994970403E5","AMBIENT_TEMPERATURE",34,"2023-10-01 20:37:57.935+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.177,"2023-11-13 18:00:34.363+00"
"28981994970403E5","AMBIENT_TEMPERATURE",0.5,"2023-11-26 08:13:16.954+00"
"28145D9497130306","TEMPERATURE",3.09,"2023-12-06 10:15:27.721+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.14,"2023-10-10 04:15:04.297+00"
"28981994970403E5","AMBIENT_TEMPERATURE",24,"2023-11-13 18:00:34.379+00"
"28FA8643D4E13CB7","TEMPERATURE",5.34,"2023-12-06 10:15:27.748+00"
"28981994970403E5","AMBIENT_TEMPERATURE",5,"2023-10-10 04:15:04.313+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.117,"2023-11-20 08:23:27.285+00"
"2868659497130359","TEMPERATURE",10.09,"2023-12-26 03:41:11.147+00"
"288A099497020306","TEMPERATURE",10.59,"2023-12-26 03:41:11.184+00"
"28711594970203D1","TEMPERATURE",14.29,"2023-12-26 03:41:11.192+00"
"28981994970403E5","AMBIENT_TEMPERATURE",13,"2023-10-19 22:23:37.57+00"
"28981994970403E5","AMBIENT_TEMPERATURE",11.5,"2023-12-11 18:35:23.646+00"
"28FA8643D4E13CB7","TEMPERATURE",4.84,"2023-12-11 18:35:23.683+00"
"2827A25704E13CF1","TEMPERATURE",9.1,"2023-12-11 18:35:23.703+00"
"281C479497130366","TEMPERATURE",12.21,"2023-12-23 03:06:35.19+00"
"28AB1594970203DA","TEMPERATURE",13.23,"2023-12-23 03:06:35.208+00"
"28981994970403E5","AMBIENT_TEMPERATURE",10.5,"2023-12-26 03:41:11.152+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.161,"2023-10-14 17:12:56.641+00"
"28145D9497130306","TEMPERATURE",3.02,"2023-12-11 18:35:23.647+00"
"284E145704E13C77","TEMPERATURE",14.52,"2023-12-11 18:35:23.686+00"
"28981994970403E5","AMBIENT_TEMPERATURE",16,"2023-09-28 08:08:51.335+00"
"28981994970403E5","AMBIENT_TEMPERATURE",14,"2023-10-14 17:12:56.656+00"
"28AB1594970203DA","TEMPERATURE",14.73,"2023-12-26 03:41:11.187+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.112,"2023-12-01 10:57:00.738+00"
"281C479497130366","TEMPERATURE",12.21,"2023-12-11 18:35:23.669+00"
"28AB1594970203DA","TEMPERATURE",9.73,"2023-12-11 18:35:23.701+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",3.954,"2023-09-28 08:08:51.337+00"
"28981994970403E5","AMBIENT_TEMPERATURE",4,"2023-12-01 10:57:00.752+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.093,"2023-12-26 04:12:22.231+00"
"28981994970403E5","AMBIENT_TEMPERATURE",10.5,"2023-12-26 04:12:22.248+00"
"28AB1594970203DA","TEMPERATURE",14.73,"2023-12-26 04:12:22.291+00"
"2827A25704E13CF1","TEMPERATURE",14.6,"2023-12-26 04:12:22.311+00"
"28981994970403E5","AMBIENT_TEMPERATURE",6,"2023-10-30 22:15:35.072+00"
"28981994970403E5","AMBIENT_TEMPERATURE",18,"2023-11-07 22:50:48.18+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.17,"2023-11-13 18:31:43.902+00"
"28981994970403E5","AMBIENT_TEMPERATURE",0.5,"2023-11-26 08:44:22.336+00"
"281C479497130366","TEMPERATURE",11.21,"2023-12-06 10:46:39.106+00"
"28AB1594970203DA","TEMPERATURE",9.73,"2023-12-06 10:46:39.127+00"
"28981994970403E5","AMBIENT_TEMPERATURE",7.5,"2023-12-23 03:37:48.057+00"
"28FA8643D4E13CB7","TEMPERATURE",9.34,"2023-12-23 03:37:48.094+00"
"2827A25704E13CF1","TEMPERATURE",13.1,"2023-12-23 03:37:48.104+00"
"28145D9497130306","TEMPERATURE",10.02,"2023-12-26 04:12:22.271+00"
"28FA8643D4E13CB7","TEMPERATURE",12.34,"2023-12-26 04:12:22.306+00"
"A0:B7:65:FE:85:68-Hiveweight","WEIGHT",-11423.619,"2023-12-26 04:12:22.244+00"
"28981994970403E5","AMBIENT_TEMPERATURE",22,"2023-11-13 18:31:43.919+00"
"28145D9497130306","TEMPERATURE",7.52,"2023-12-23 03:37:48.059+00"
"284E145704E13C77","TEMPERATURE",15.52,"2023-12-23 03:37:48.097+00"
"2868659497130359","TEMPERATURE",10.09,"2023-12-26 04:12:22.246+00"
"284E145704E13C77","TEMPERATURE",16.52,"2023-12-26 04:12:22.307+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.116,"2023-11-20 08:54:37.231+00"
"281C479497130366","TEMPERATURE",12.21,"2023-12-23 03:37:48.08+00"
"281C479497130366","TEMPERATURE",12.71,"2023-12-26 04:12:22.286+00"
"28981994970403E5","AMBIENT_TEMPERATURE",5.5,"2023-11-20 08:54:37.249+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.112,"2023-10-06 01:03:03.668+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.162,"2023-10-14 17:44:02.456+00"
"28981994970403E5","AMBIENT_TEMPERATURE",8.5,"2023-12-11 19:06:33.501+00"
"28711594970203D1","TEMPERATURE",6.29,"2023-12-11 19:06:33.538+00"
"28981994970403E5","AMBIENT_TEMPERATURE",14,"2023-10-14 17:44:02.462+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.057,"2023-10-30 22:46:42.574+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.157,"2023-11-07 23:21:54.254+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.111,"2023-12-01 11:28:03.246+00"
"28145D9497130306","TEMPERATURE",3.52,"2023-12-11 19:06:33.511+00"
"28AB1594970203DA","TEMPERATURE",9.73,"2023-12-11 19:06:33.541+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.091,"2023-12-26 04:43:32.561+00"
"28145D9497130306","TEMPERATURE",10.02,"2023-12-26 04:43:32.61+00"
"28981994970403E5","AMBIENT_TEMPERATURE",4.5,"2023-12-01 11:28:03.252+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.172,"2023-10-01 21:09:30.162+00"
"28981994970403E5","AMBIENT_TEMPERATURE",16.5,"2023-10-06 01:03:03.67+00"
"28981994970403E5","AMBIENT_TEMPERATURE",5,"2023-10-30 22:46:42.59+00"
"28981994970403E5","AMBIENT_TEMPERATURE",17.5,"2023-11-07 23:21:54.264+00"
"28FA8643D4E13CB7","TEMPERATURE",12.34,"2023-12-26 04:43:32.632+00"
"288A099497020306","TEMPERATURE",6.59,"2023-12-11 19:06:33.533+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.119,"2023-12-23 04:08:56.203+00"
"288A099497020306","TEMPERATURE",8.09,"2023-12-23 04:08:56.256+00"
"281C479497130366","TEMPERATURE",12.71,"2023-12-26 04:43:32.614+00"
"284E145704E13C77","TEMPERATURE",16.52,"2023-12-26 04:43:32.634+00"
"28981994970403E5","AMBIENT_TEMPERATURE",32,"2023-10-01 21:09:30.178+00"
"A0:B7:65:FE:85:68-Hiveweight","WEIGHT",-11423.619,"2023-12-26 04:43:32.572+00"
"2868659497130359","TEMPERATURE",7.59,"2023-12-23 04:08:56.218+00"
"28FA8643D4E13CB7","TEMPERATURE",9.34,"2023-12-23 04:08:56.259+00"
"28981994970403E5","AMBIENT_TEMPERATURE",23.5,"2023-11-13 19:02:55.097+00"
"28145D9497130306","TEMPERATURE",3.09,"2023-12-06 11:17:48.49+00"
"284E145704E13C77","TEMPERATURE",14.52,"2023-12-06 11:17:48.527+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.111,"2023-11-20 09:25:48.47+00"
"281C479497130366","TEMPERATURE",11.71,"2023-12-06 11:17:48.511+00"
"2827A25704E13CF1","TEMPERATURE",9.6,"2023-12-06 11:17:48.544+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",3.954,"2023-09-28 08:40:07.771+00"
"28981994970403E5","AMBIENT_TEMPERATURE",6,"2023-11-20 09:25:48.484+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.056,"2023-10-30 23:17:50.444+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.154,"2023-11-07 23:53:03.887+00"
"288A099497020306","TEMPERATURE",10.59,"2023-12-26 05:14:43.069+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.107,"2023-12-01 11:59:05.881+00"
"2868659497130359","TEMPERATURE",3.59,"2023-12-06 11:48:59.639+00"
"28981994970403E5","AMBIENT_TEMPERATURE",7.5,"2023-12-11 19:37:43.328+00"
"28FA8643D4E13CB7","TEMPERATURE",6.34,"2023-12-11 19:37:43.367+00"
"2868659497130359","TEMPERATURE",7.59,"2023-12-23 04:40:06.333+00"
"288A099497020306","TEMPERATURE",8.09,"2023-12-23 04:40:06.37+00"
"284E145704E13C77","TEMPERATURE",15.52,"2023-12-23 04:40:06.389+00"
"28981994970403E5","AMBIENT_TEMPERATURE",11.5,"2023-10-14 18:15:08.465+00"
"28981994970403E5","AMBIENT_TEMPERATURE",4.5,"2023-12-01 11:59:05.894+00"
"28981994970403E5","AMBIENT_TEMPERATURE",1.5,"2023-12-06 11:48:59.642+00"
"28711594970203D1","TEMPERATURE",7.29,"2023-12-06 11:48:59.688+00"
"28145D9497130306","TEMPERATURE",4.02,"2023-12-11 19:37:43.347+00"
"28711594970203D1","TEMPERATURE",6.79,"2023-12-11 19:37:43.369+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.133,"2023-10-10 05:17:21.197+00"
"28145D9497130306","TEMPERATURE",2.59,"2023-12-06 11:48:59.662+00"
"28AB1594970203DA","TEMPERATURE",9.73,"2023-12-06 11:48:59.689+00"
"288A099497020306","TEMPERATURE",7.09,"2023-12-11 19:37:43.365+00"
"284E145704E13C77","TEMPERATURE",14.52,"2023-12-11 19:37:43.382+00"
"28981994970403E5","AMBIENT_TEMPERATURE",6.5,"2023-12-23 04:40:06.353+00"
"28AB1594970203DA","TEMPERATURE",12.73,"2023-12-23 04:40:06.385+00"
"28981994970403E5","AMBIENT_TEMPERATURE",4,"2023-10-10 05:17:21.203+00"
"284E145704E13C77","TEMPERATURE",16.52,"2023-12-06 11:48:59.683+00"
"28145D9497130306","TEMPERATURE",7.02,"2023-12-23 04:40:06.364+00"
"2827A25704E13CF1","TEMPERATURE",12.6,"2023-12-23 04:40:06.386+00"
"2868659497130359","TEMPERATURE",10.09,"2023-12-26 05:45:53.203+00"
"288A099497020306","TEMPERATURE",10.59,"2023-12-26 05:45:53.242+00"
"28AB1594970203DA","TEMPERATURE",14.73,"2023-12-26 05:45:53.26+00"
"28981994970403E5","AMBIENT_TEMPERATURE",10.5,"2023-12-26 05:45:53.207+00"
"284E145704E13C77","TEMPERATURE",16.02,"2023-12-26 05:45:53.257+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.109,"2023-11-20 09:57:00.277+00"
"28145D9497130306","TEMPERATURE",10.02,"2023-12-26 05:45:53.237+00"
"28711594970203D1","TEMPERATURE",13.79,"2023-12-26 05:45:53.259+00"
"28981994970403E5","AMBIENT_TEMPERATURE",6.5,"2023-11-20 09:57:00.292+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.088,"2023-12-26 06:17:04.061+00"
"288A099497020306","TEMPERATURE",10.59,"2023-12-26 06:17:04.101+00"
"28981994970403E5","AMBIENT_TEMPERATURE",3,"2023-10-31 00:20:05.761+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.146,"2023-11-08 00:55:17.555+00"
"28AB1594970203DA","TEMPERATURE",14.73,"2023-12-26 06:17:04.118+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.067,"2023-12-06 12:20:10.716+00"
"28145D9497130306","TEMPERATURE",2.59,"2023-12-06 12:20:10.721+00"
"2827A25704E13CF1","TEMPERATURE",9.1,"2023-12-06 12:20:10.725+00"
"2868659497130359","TEMPERATURE",3.09,"2023-12-11 20:08:54.689+00"
"288A099497020306","TEMPERATURE",7.59,"2023-12-11 20:08:54.728+00"
"28FA8643D4E13CB7","TEMPERATURE",8.84,"2023-12-23 05:11:14.9+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.056,"2023-10-31 00:20:05.746+00"
"28981994970403E5","AMBIENT_TEMPERATURE",14,"2023-11-08 00:55:17.562+00"
"281C479497130366","TEMPERATURE",12.21,"2023-12-26 06:17:04.099+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.109,"2023-12-01 12:30:09.827+00"
"2868659497130359","TEMPERATURE",3.59,"2023-12-06 12:20:10.717+00"
"284E145704E13C77","TEMPERATURE",14.52,"2023-12-06 12:20:10.722+00"
"28711594970203D1","TEMPERATURE",13.79,"2023-12-26 06:17:04.117+00"
"28145D9497130306","TEMPERATURE",4.52,"2023-12-11 20:08:54.708+00"
"284E145704E13C77","TEMPERATURE",14.02,"2023-12-11 20:08:54.732+00"
"2827A25704E13CF1","TEMPERATURE",9.6,"2023-12-11 20:08:54.738+00"
"A0:B7:65:FE:85:68-Hiveweight","WEIGHT",-11423.619,"2023-12-26 06:17:04.074+00"
"2868659497130359","TEMPERATURE",10.09,"2023-12-26 06:17:04.077+00"
"28FA8643D4E13CB7","TEMPERATURE",11.84,"2023-12-26 06:17:04.111+00"
"28981994970403E5","AMBIENT_TEMPERATURE",4.5,"2023-12-01 12:30:09.842+00"
"28711594970203D1","TEMPERATURE",7.29,"2023-12-06 12:20:10.723+00"
"28981994970403E5","AMBIENT_TEMPERATURE",8.5,"2023-12-11 20:08:54.697+00"
"28AB1594970203DA","TEMPERATURE",9.73,"2023-12-11 20:08:54.736+00"
"28981994970403E5","AMBIENT_TEMPERATURE",10.5,"2023-12-26 06:17:04.078+00"
"2827A25704E13CF1","TEMPERATURE",14.6,"2023-12-26 06:17:04.114+00"
"28FA8643D4E13CB7","TEMPERATURE",4.84,"2023-12-06 12:20:10.719+00"
"28981994970403E5","AMBIENT_TEMPERATURE",1.5,"2023-12-06 12:20:10.73+00"
"28FA8643D4E13CB7","TEMPERATURE",6.84,"2023-12-11 20:08:54.73+00"
"2868659497130359","TEMPERATURE",10.09,"2023-12-26 06:48:15.491+00"
"28AB1594970203DA","TEMPERATURE",14.73,"2023-12-26 06:48:15.537+00"
"28981994970403E5","AMBIENT_TEMPERATURE",12.5,"2023-10-20 00:28:08.13+00"
"28981994970403E5","AMBIENT_TEMPERATURE",10.5,"2023-12-26 06:48:15.507+00"
"28FA8643D4E13CB7","TEMPERATURE",11.84,"2023-12-26 06:48:15.531+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.064,"2023-12-06 12:51:21.877+00"
"28FA8643D4E13CB7","TEMPERATURE",5.34,"2023-12-06 12:51:21.884+00"
"2868659497130359","TEMPERATURE",3.59,"2023-12-11 20:40:00.738+00"
"288A099497020306","TEMPERATURE",7.59,"2023-12-11 20:40:00.789+00"
"2827A25704E13CF1","TEMPERATURE",10.1,"2023-12-11 20:40:00.814+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.107,"2023-12-01 13:01:14.632+00"
"2868659497130359","TEMPERATURE",3.59,"2023-12-06 12:51:21.879+00"
"28AB1594970203DA","TEMPERATURE",9.73,"2023-12-06 12:51:21.884+00"
"2827A25704E13CF1","TEMPERATURE",9.1,"2023-12-06 12:51:21.898+00"
"28981994970403E5","AMBIENT_TEMPERATURE",9,"2023-12-11 20:40:00.77+00"
"28AB1594970203DA","TEMPERATURE",10.23,"2023-12-11 20:40:00.791+00"
"28981994970403E5","AMBIENT_TEMPERATURE",1.5,"2023-12-06 12:51:21.881+00"
"28145D9497130306","TEMPERATURE",4.52,"2023-12-11 20:40:00.773+00"
"28711594970203D1","TEMPERATURE",7.29,"2023-12-11 20:40:00.796+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.085,"2023-12-26 07:19:26.078+00"
"28981994970403E5","AMBIENT_TEMPERATURE",11,"2023-12-26 07:19:26.104+00"
"28FA8643D4E13CB7","TEMPERATURE",11.84,"2023-12-26 07:19:26.125+00"
"28AB1594970203DA","TEMPERATURE",14.73,"2023-12-26 07:19:26.144+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.053,"2023-10-31 01:22:16.372+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",3.953,"2023-09-28 09:42:41.62+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.109,"2023-10-06 02:36:39.936+00"
"284E145704E13C77","TEMPERATURE",16.02,"2023-12-26 07:19:26.138+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.151,"2023-10-20 00:59:17.965+00"
"28981994970403E5","AMBIENT_TEMPERATURE",1,"2023-10-31 01:22:16.386+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.143,"2023-11-08 01:57:35.8+00"
"A0:B7:65:FE:85:68-Hiveweight","WEIGHT",-11423.619,"2023-12-26 07:19:26.084+00"
"28981994970403E5","AMBIENT_TEMPERATURE",4.5,"2023-12-01 13:01:14.647+00"
"28145D9497130306","TEMPERATURE",2.59,"2023-12-06 12:51:21.882+00"
"28711594970203D1","TEMPERATURE",7.29,"2023-12-06 12:51:21.886+00"
"28FA8643D4E13CB7","TEMPERATURE",6.84,"2023-12-11 20:40:00.794+00"
"28981994970403E5","AMBIENT_TEMPERATURE",15.5,"2023-09-28 09:42:41.635+00"
"28981994970403E5","AMBIENT_TEMPERATURE",16.5,"2023-10-06 02:36:39.951+00"
"2868659497130359","TEMPERATURE",10.09,"2023-12-26 07:19:26.088+00"
"28711594970203D1","TEMPERATURE",13.79,"2023-12-26 07:19:26.14+00"
"28981994970403E5","AMBIENT_TEMPERATURE",12.5,"2023-11-08 01:57:35.815+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.162,"2023-11-13 20:36:16.005+00"
"281C479497130366","TEMPERATURE",12.21,"2023-12-06 12:51:21.883+00"
"284E145704E13C77","TEMPERATURE",14.02,"2023-12-06 12:51:21.887+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.162,"2023-10-01 22:42:42.76+00"
"28981994970403E5","AMBIENT_TEMPERATURE",5.5,"2023-11-20 10:59:17.413+00"
"2868659497130359","TEMPERATURE",6.59,"2023-12-23 06:13:35.619+00"
"284E145704E13C77","TEMPERATURE",15.02,"2023-12-23 06:13:35.673+00"
"28981994970403E5","AMBIENT_TEMPERATURE",24,"2023-10-01 22:42:42.775+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.164,"2023-10-14 19:48:45.187+00"
"2868659497130359","TEMPERATURE",10.09,"2023-12-26 07:50:37.225+00"
"28FA8643D4E13CB7","TEMPERATURE",11.84,"2023-12-26 07:50:37.263+00"
"28981994970403E5","AMBIENT_TEMPERATURE",0.5,"2023-10-31 01:53:24.062+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.138,"2023-11-08 02:28:45.202+00"
"28981994970403E5","AMBIENT_TEMPERATURE",5,"2023-12-23 06:13:35.622+00"
"288A099497020306","TEMPERATURE",7.59,"2023-12-23 06:13:35.661+00"
"28FA8643D4E13CB7","TEMPERATURE",8.34,"2023-12-23 06:13:35.676+00"
"28981994970403E5","AMBIENT_TEMPERATURE",11,"2023-12-26 07:50:37.226+00"
"288A099497020306","TEMPERATURE",10.59,"2023-12-26 07:50:37.258+00"
"284E145704E13C77","TEMPERATURE",16.02,"2023-12-26 07:50:37.265+00"
"28981994970403E5","AMBIENT_TEMPERATURE",12.5,"2023-11-08 02:28:45.207+00"
"281C479497130366","TEMPERATURE",12.21,"2023-12-26 07:50:37.255+00"
"28145D9497130306","TEMPERATURE",6.52,"2023-12-23 06:13:35.638+00"
"2827A25704E13CF1","TEMPERATURE",12.1,"2023-12-23 06:13:35.68+00"
"28981994970403E5","AMBIENT_TEMPERATURE",16.5,"2023-10-06 03:07:54.976+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.13,"2023-10-10 06:50:51.436+00"
"A0:B7:65:FE:85:68-BatteryVoltage","BATTERY_VOLTAGE",4.162,"2023-11-13 21:07:16.692+00"
"28981994970403E5","AMBIENT_TEMPERATURE",5,"2023-12-01 13:32:18.35+00"
"28981994970403E5","AMBIENT_TEMPERATURE",1.5,"2023-12-06 13:22:37.95+00"
"28711594970203D1","TEMPERATURE",7.29,"2023-12-06 13:22:37.954+00"
"28AB1594970203DA","TEMPERATURE",9.73,"2023-12-06 13:22:37.968+00"
"2868659497130359","TEMPERATURE",3.59,"2023-12-11 21:11:05.298+00"
